attendance_id,employee_id,attendance_date,status,check_in,check_out,overtime_hours,year,month,month_name,day_name
ATT017286,EMP02873,2025-10-18,On Leave,,,0.0,2025,10,October,Saturday
ATT017323,EMP02873,2025-12-05,Present,08:06:00,19:57:00,2.4,2025,12,December,Friday
ATT037296,EMP02873,2026-01-31,Present,09:10:00,18:58:00,0.0,2026,1,January,Saturday
ATT011254,EMP02873,2026-03-25,Work From Home,08:57:00,18:51:00,0.0,2026,3,March,Wednesday
ATT014623,EMP02873,2026-03-26,On Leave,,,0.0,2026,3,March,Thursday
ATT018504,EMP02873,2026-04-09,Present,09:35:00,17:40:00,0.0,2026,4,April,Thursday
ATT031809,EMP02873,2026-05-31,Present,10:40:00,18:23:00,3.9,2026,5,May,Sunday
ATT024213,EMP02874,2025-05-07,Present,08:58:00,18:20:00,0.0,2025,5,May,Wednesday
ATT009566,EMP02874,2025-07-09,Work From Home,09:17:00,19:02:00,0.0,2025,7,July,Wednesday
ATT002691,EMP02874,2025-09-30,Present,10:18:00,17:48:00,0.0,2025,9,September,Tuesday
ATT005521,EMP02874,2026-03-29,Present,10:34:00,17:46:00,0.0,2026,3,March,Sunday
ATT011050,EMP02874,2026-04-21,Present,09:02:00,18:06:00,0.0,2026,4,April,Tuesday
ATT001070,EMP02874,2026-05-23,Present,10:31:00,19:07:00,3.6,2026,5,May,Saturday
ATT006202,EMP02874,2026-07-03,Present,09:35:00,18:08:00,0.0,2026,7,July,Friday
ATT011241,EMP02875,2025-01-17,Present,10:26:00,20:36:00,0.0,2025,1,January,Friday
ATT034724,EMP02875,2025-01-18,On Leave,,,0.0,2025,1,January,Saturday
ATT019336,EMP02875,2025-04-11,Present,08:52:00,20:20:00,0.0,2025,4,April,Friday
ATT029247,EMP02875,2025-05-02,Present,08:47:00,20:20:00,0.0,2025,5,May,Friday
ATT031002,EMP02875,2025-10-14,Work From Home,08:35:00,19:55:00,0.0,2025,10,October,Tuesday
ATT006886,EMP02875,2025-10-24,Present,09:47:00,17:40:00,0.0,2025,10,October,Friday
ATT036663,EMP02875,2025-10-31,Present,08:53:00,19:02:00,0.0,2025,10,October,Friday
ATT041958,EMP02875,2025-11-10,Absent,,,0.0,2025,11,November,Monday
ATT037103,EMP02875,2025-12-21,Present,09:49:00,17:24:00,0.0,2025,12,December,Sunday
ATT031150,EMP02875,2026-01-16,Present,10:45:00,20:38:00,0.0,2026,1,January,Friday
ATT027433,EMP02875,2026-02-20,Present,09:36:00,20:09:00,0.0,2026,2,February,Friday
ATT023583,EMP02875,2026-05-19,Present,09:40:00,20:18:00,0.0,2026,5,May,Tuesday
ATT009632,EMP02876,2025-02-01,Present,08:34:00,19:06:00,0.0,2025,2,February,Saturday
ATT032401,EMP02876,2025-02-18,Half Day,08:35:00,20:55:00,0.0,2025,2,February,Tuesday
ATT010617,EMP02876,2025-05-04,Present,08:45:00,20:00:00,0.0,2025,5,May,Sunday
ATT010760,EMP02876,2025-06-13,Present,08:24:00,18:27:00,1.0,2025,6,June,Friday
ATT024647,EMP02876,2025-06-16,Work From Home,08:46:00,20:20:00,0.0,2025,6,June,Monday
ATT016629,EMP02876,2025-07-05,Present,10:40:00,18:55:00,0.0,2025,7,July,Saturday
ATT038677,EMP02876,2025-07-11,Present,08:45:00,17:13:00,0.8,2025,7,July,Friday
ATT025537,EMP02876,2025-07-18,Work From Home,10:38:00,19:35:00,0.0,2025,7,July,Friday
ATT000335,EMP02876,2026-01-03,Present,09:37:00,17:54:00,3.1,2026,1,January,Saturday
ATT034968,EMP02876,2026-05-22,Present,08:45:00,19:28:00,0.0,2026,5,May,Friday
ATT001110,EMP02877,2025-01-10,Present,10:54:00,17:36:00,2.4,2025,1,January,Friday
ATT040908,EMP02877,2025-06-16,Present,10:06:00,17:21:00,0.0,2025,6,June,Monday
ATT034059,EMP02877,2025-11-11,Present,10:21:00,18:16:00,0.0,2025,11,November,Tuesday
ATT000926,EMP02877,2025-11-12,Present,08:37:00,17:09:00,0.0,2025,11,November,Wednesday
ATT037240,EMP02877,2026-04-08,On Leave,,,0.0,2026,4,April,Wednesday
ATT012689,EMP02877,2026-05-06,Present,08:08:00,17:16:00,0.0,2026,5,May,Wednesday
ATT039300,EMP02877,2026-07-06,Present,08:26:00,19:57:00,0.0,2026,7,July,Monday
ATT008081,EMP02877,2026-07-21,Present,09:12:00,18:17:00,0.0,2026,7,July,Tuesday
ATT019996,EMP02878,2025-01-11,Present,10:06:00,20:56:00,0.0,2025,1,January,Saturday
ATT018263,EMP02878,2025-03-07,Absent,,,0.0,2025,3,March,Friday
ATT007145,EMP02878,2025-04-27,Present,08:31:00,18:10:00,0.0,2025,4,April,Sunday
ATT039856,EMP02878,2025-06-18,Work From Home,10:20:00,20:17:00,0.0,2025,6,June,Wednesday
ATT027560,EMP02878,2025-07-04,Work From Home,09:24:00,19:50:00,0.0,2025,7,July,Friday
ATT036812,EMP02878,2025-07-05,Present,08:33:00,18:24:00,0.0,2025,7,July,Saturday
ATT035266,EMP02878,2025-08-12,Present,10:18:00,19:35:00,0.0,2025,8,August,Tuesday
ATT021257,EMP02878,2025-11-29,Absent,,,0.0,2025,11,November,Saturday
ATT020597,EMP02878,2026-03-19,Present,10:19:00,20:13:00,1.5,2026,3,March,Thursday
ATT040201,EMP02879,2025-03-07,Present,08:05:00,17:17:00,0.0,2025,3,March,Friday
ATT038119,EMP02879,2025-05-10,Present,09:18:00,19:23:00,0.0,2025,5,May,Saturday
ATT039350,EMP02879,2025-05-23,Half Day,08:54:00,19:40:00,0.0,2025,5,May,Friday
ATT020299,EMP02879,2025-06-16,Present,08:19:00,17:52:00,2.5,2025,6,June,Monday
ATT016599,EMP02879,2025-07-27,Present,09:27:00,17:59:00,1.1,2025,7,July,Sunday
ATT006187,EMP02879,2025-08-04,Present,09:17:00,18:15:00,0.0,2025,8,August,Monday
ATT006310,EMP02879,2025-08-20,Present,10:49:00,18:12:00,0.0,2025,8,August,Wednesday
ATT037641,EMP02879,2025-09-01,Present,08:01:00,20:13:00,0.0,2025,9,September,Monday
ATT035793,EMP02879,2025-10-13,Work From Home,09:32:00,17:12:00,0.0,2025,10,October,Monday
ATT009941,EMP02879,2025-11-25,Present,09:51:00,17:37:00,2.7,2025,11,November,Tuesday
ATT016901,EMP02879,2026-03-28,Work From Home,09:43:00,19:38:00,0.0,2026,3,March,Saturday
ATT037048,EMP02879,2026-06-09,Present,09:25:00,17:42:00,0.0,2026,6,June,Tuesday
ATT040063,EMP02879,2026-06-12,Present,09:59:00,17:43:00,0.0,2026,6,June,Friday
ATT015526,EMP02880,2025-03-04,Work From Home,10:47:00,19:44:00,0.0,2025,3,March,Tuesday
ATT003692,EMP02880,2025-07-15,On Leave,,,0.0,2025,7,July,Tuesday
ATT005405,EMP02880,2025-10-07,Present,10:37:00,17:04:00,0.0,2025,10,October,Tuesday
ATT019189,EMP02880,2025-11-01,Work From Home,08:01:00,18:37:00,0.0,2025,11,November,Saturday
ATT040976,EMP02880,2025-12-04,Present,09:25:00,20:55:00,0.0,2025,12,December,Thursday
ATT009394,EMP02880,2025-12-27,Absent,,,0.0,2025,12,December,Saturday
ATT010609,EMP02880,2026-01-07,Present,10:04:00,17:26:00,1.5,2026,1,January,Wednesday
ATT023787,EMP02880,2026-01-19,Present,08:26:00,18:03:00,0.0,2026,1,January,Monday
ATT007459,EMP02880,2026-01-23,Work From Home,09:54:00,20:15:00,0.0,2026,1,January,Friday
ATT030809,EMP02880,2026-02-13,On Leave,,,0.0,2026,2,February,Friday
ATT038135,EMP02880,2026-03-01,Work From Home,09:34:00,19:55:00,0.0,2026,3,March,Sunday
ATT014360,EMP02880,2026-05-14,Present,09:56:00,20:33:00,0.0,2026,5,May,Thursday
ATT032801,EMP02880,2026-06-20,Work From Home,09:23:00,17:13:00,0.0,2026,6,June,Saturday
ATT021427,EMP02881,2025-03-01,Present,09:36:00,20:08:00,1.7,2025,3,March,Saturday
ATT020559,EMP02881,2025-03-20,Absent,,,0.0,2025,3,March,Thursday
ATT029115,EMP02881,2025-07-25,Absent,,,0.0,2025,7,July,Friday
ATT026822,EMP02882,2025-01-11,On Leave,,,0.0,2025,1,January,Saturday
ATT021356,EMP02882,2025-01-27,Present,08:25:00,18:51:00,2.4,2025,1,January,Monday
ATT002742,EMP02882,2025-05-15,Present,08:17:00,19:35:00,3.6,2025,5,May,Thursday
ATT008265,EMP02882,2025-05-23,Present,09:32:00,17:47:00,0.0,2025,5,May,Friday
ATT018917,EMP02882,2025-07-19,Present,08:12:00,17:59:00,0.0,2025,7,July,Saturday
ATT036556,EMP02882,2025-10-16,Present,09:59:00,18:21:00,0.0,2025,10,October,Thursday
ATT006622,EMP02882,2025-12-04,Present,10:42:00,20:27:00,0.0,2025,12,December,Thursday
ATT016918,EMP02882,2025-12-05,Present,08:00:00,18:34:00,0.0,2025,12,December,Friday
ATT007326,EMP02882,2026-03-05,Present,09:37:00,20:24:00,0.0,2026,3,March,Thursday
ATT040891,EMP02882,2026-04-17,Present,10:04:00,19:02:00,0.0,2026,4,April,Friday
ATT006033,EMP02882,2026-05-09,Present,09:09:00,20:29:00,0.0,2026,5,May,Saturday
ATT014665,EMP02882,2026-05-25,Present,09:27:00,18:26:00,0.9,2026,5,May,Monday
ATT020290,EMP02883,2025-01-02,On Leave,,,0.0,2025,1,January,Thursday
ATT017387,EMP02883,2025-03-09,Present,08:23:00,17:21:00,3.8,2025,3,March,Sunday
ATT017297,EMP02883,2025-03-10,On Leave,,,0.0,2025,3,March,Monday
ATT008416,EMP02883,2025-05-06,Present,10:19:00,20:05:00,0.0,2025,5,May,Tuesday
ATT028851,EMP02883,2025-05-22,Present,08:46:00,20:36:00,0.0,2025,5,May,Thursday
ATT004570,EMP02883,2025-08-18,Present,08:59:00,19:26:00,0.0,2025,8,August,Monday
ATT022379,EMP02883,2025-08-26,Present,10:40:00,19:16:00,0.0,2025,8,August,Tuesday
ATT035391,EMP02883,2025-11-09,Present,09:13:00,17:39:00,3.7,2025,11,November,Sunday
ATT016511,EMP02883,2026-04-10,Present,10:30:00,19:23:00,0.0,2026,4,April,Friday
ATT019863,EMP02883,2026-07-13,Present,10:40:00,19:29:00,0.0,2026,7,July,Monday
ATT035461,EMP02884,2025-01-15,Work From Home,09:56:00,17:09:00,0.0,2025,1,January,Wednesday
ATT002797,EMP02884,2025-05-23,Present,09:27:00,19:56:00,0.0,2025,5,May,Friday
ATT010600,EMP02884,2025-06-19,Present,09:18:00,17:53:00,0.0,2025,6,June,Thursday
ATT012645,EMP02884,2025-07-05,Work From Home,10:59:00,20:07:00,0.0,2025,7,July,Saturday
ATT022872,EMP02884,2025-08-04,Present,09:37:00,20:50:00,0.0,2025,8,August,Monday
ATT035024,EMP02884,2025-09-14,Present,09:04:00,17:58:00,0.0,2025,9,September,Sunday
ATT018627,EMP02884,2025-11-11,Present,10:40:00,17:20:00,1.5,2025,11,November,Tuesday
ATT018692,EMP02884,2025-11-26,Present,09:20:00,20:02:00,0.0,2025,11,November,Wednesday
ATT028939,EMP02884,2025-12-04,Present,10:17:00,18:37:00,1.0,2025,12,December,Thursday
ATT032647,EMP02884,2025-12-09,Work From Home,08:04:00,17:16:00,0.0,2025,12,December,Tuesday
ATT012358,EMP02884,2026-03-04,Present,09:18:00,17:41:00,0.0,2026,3,March,Wednesday
ATT034880,EMP02884,2026-03-19,Present,09:50:00,17:05:00,0.0,2026,3,March,Thursday
ATT032840,EMP02884,2026-04-22,Present,08:16:00,17:58:00,0.0,2026,4,April,Wednesday
ATT021039,EMP02884,2026-05-04,Work From Home,08:36:00,18:18:00,0.0,2026,5,May,Monday
ATT025207,EMP02884,2026-06-11,Present,08:47:00,19:08:00,0.0,2026,6,June,Thursday
ATT011830,EMP02885,2025-01-14,Present,09:00:00,19:18:00,2.3,2025,1,January,Tuesday
ATT005995,EMP02885,2025-05-13,Present,09:17:00,18:08:00,0.0,2025,5,May,Tuesday
ATT039151,EMP02885,2025-11-13,Present,10:12:00,17:29:00,0.0,2025,11,November,Thursday
ATT041378,EMP02885,2026-01-07,Present,08:44:00,18:15:00,0.0,2026,1,January,Wednesday
ATT033947,EMP02885,2026-04-18,Absent,,,0.0,2026,4,April,Saturday
ATT026891,EMP02885,2026-05-19,Present,10:12:00,19:28:00,0.0,2026,5,May,Tuesday
ATT007481,EMP02886,2025-02-15,Present,08:14:00,19:44:00,0.7,2025,2,February,Saturday
ATT016369,EMP02886,2025-05-14,Absent,,,0.0,2025,5,May,Wednesday
ATT015118,EMP02886,2025-09-04,Present,10:55:00,18:28:00,0.0,2025,9,September,Thursday
ATT000650,EMP02886,2025-09-10,Present,10:54:00,18:15:00,0.0,2025,9,September,Wednesday
ATT023175,EMP02886,2025-09-13,Present,10:51:00,17:34:00,0.0,2025,9,September,Saturday
ATT017736,EMP02886,2025-10-26,Present,08:36:00,19:56:00,0.0,2025,10,October,Sunday
ATT021227,EMP02886,2025-12-20,Present,08:05:00,19:13:00,0.0,2025,12,December,Saturday
ATT020751,EMP02886,2026-02-24,Present,10:43:00,18:30:00,0.0,2026,2,February,Tuesday
ATT010983,EMP02886,2026-04-02,Work From Home,10:44:00,19:25:00,0.0,2026,4,April,Thursday
ATT032804,EMP02886,2026-04-23,Present,09:48:00,18:21:00,0.0,2026,4,April,Thursday
ATT017082,EMP02886,2026-05-05,Present,09:14:00,19:07:00,0.0,2026,5,May,Tuesday
ATT013591,EMP02886,2026-06-28,Present,09:39:00,18:11:00,0.0,2026,6,June,Sunday
ATT011421,EMP02887,2025-02-12,Present,09:53:00,19:41:00,0.0,2025,2,February,Wednesday
ATT032164,EMP02887,2025-04-08,Present,08:53:00,19:53:00,0.0,2025,4,April,Tuesday
ATT028025,EMP02887,2025-07-04,Present,10:39:00,18:21:00,1.6,2025,7,July,Friday
ATT029626,EMP02887,2025-07-24,Present,08:16:00,17:13:00,0.0,2025,7,July,Thursday
ATT004864,EMP02887,2025-09-06,On Leave,,,0.0,2025,9,September,Saturday
ATT016926,EMP02887,2025-09-14,Present,09:35:00,17:00:00,0.0,2025,9,September,Sunday
ATT011367,EMP02887,2025-09-29,Present,10:59:00,18:46:00,0.0,2025,9,September,Monday
ATT028162,EMP02887,2025-11-25,Present,09:54:00,18:59:00,0.0,2025,11,November,Tuesday
ATT025306,EMP02887,2025-12-10,On Leave,,,0.0,2025,12,December,Wednesday
ATT004226,EMP02887,2026-05-06,Present,10:57:00,18:52:00,0.0,2026,5,May,Wednesday
ATT027962,EMP02888,2025-01-08,Present,10:23:00,18:22:00,2.5,2025,1,January,Wednesday
ATT018728,EMP02888,2025-02-24,Present,09:09:00,19:22:00,0.0,2025,2,February,Monday
ATT002916,EMP02888,2025-05-31,Present,08:07:00,20:49:00,0.0,2025,5,May,Saturday
ATT027685,EMP02888,2025-06-12,Present,09:34:00,20:08:00,0.0,2025,6,June,Thursday
ATT034590,EMP02888,2025-08-09,Present,09:10:00,20:41:00,0.0,2025,8,August,Saturday
ATT016181,EMP02888,2025-08-27,Present,09:53:00,20:09:00,0.0,2025,8,August,Wednesday
ATT001518,EMP02888,2025-09-01,Present,09:09:00,20:01:00,0.0,2025,9,September,Monday
ATT035119,EMP02888,2025-09-13,Half Day,08:27:00,17:28:00,0.0,2025,9,September,Saturday
ATT005455,EMP02888,2025-12-19,Present,08:59:00,18:03:00,0.0,2025,12,December,Friday
ATT026491,EMP02888,2026-01-12,Present,08:16:00,17:00:00,3.2,2026,1,January,Monday
ATT002367,EMP02888,2026-03-01,Present,08:58:00,20:22:00,2.2,2026,3,March,Sunday
ATT014276,EMP02888,2026-04-08,Half Day,10:46:00,18:50:00,0.0,2026,4,April,Wednesday
ATT020864,EMP02888,2026-06-11,Present,10:40:00,19:19:00,0.0,2026,6,June,Thursday
ATT001388,EMP02889,2025-01-18,Present,10:59:00,17:59:00,0.0,2025,1,January,Saturday
ATT002299,EMP02889,2025-04-16,On Leave,,,0.0,2025,4,April,Wednesday
ATT015416,EMP02889,2025-06-28,Work From Home,08:48:00,19:05:00,0.0,2025,6,June,Saturday
ATT000314,EMP02889,2025-07-05,Present,10:01:00,17:04:00,0.0,2025,7,July,Saturday
ATT014244,EMP02889,2025-07-17,Present,08:14:00,18:55:00,3.7,2025,7,July,Thursday
ATT011688,EMP02889,2025-08-11,Present,08:26:00,19:54:00,0.0,2025,8,August,Monday
ATT020978,EMP02889,2025-09-10,Present,10:08:00,19:19:00,0.0,2025,9,September,Wednesday
ATT004447,EMP02889,2025-11-24,Work From Home,09:22:00,17:56:00,0.0,2025,11,November,Monday
ATT020976,EMP02889,2026-02-06,On Leave,,,0.0,2026,2,February,Friday
ATT003953,EMP02889,2026-06-11,Present,09:55:00,18:00:00,4.0,2026,6,June,Thursday
ATT015837,EMP02889,2026-06-27,Work From Home,10:13:00,19:26:00,0.0,2026,6,June,Saturday
ATT017910,EMP02890,2025-04-01,Present,09:35:00,20:00:00,0.0,2025,4,April,Tuesday
ATT005719,EMP02890,2025-04-10,Present,08:45:00,19:37:00,3.0,2025,4,April,Thursday
ATT017163,EMP02890,2025-05-01,Present,10:25:00,18:24:00,0.0,2025,5,May,Thursday
ATT016274,EMP02890,2025-06-25,Present,09:43:00,17:31:00,0.9,2025,6,June,Wednesday
ATT034792,EMP02890,2025-07-02,Present,10:42:00,17:33:00,0.0,2025,7,July,Wednesday
ATT019603,EMP02890,2025-08-21,Present,10:22:00,17:38:00,2.7,2025,8,August,Thursday
ATT009557,EMP02890,2025-09-27,Present,09:58:00,20:26:00,2.0,2025,9,September,Saturday
ATT003548,EMP02890,2025-10-05,Work From Home,09:35:00,20:36:00,0.0,2025,10,October,Sunday
ATT034221,EMP02890,2026-01-06,Present,08:57:00,19:52:00,0.0,2026,1,January,Tuesday
ATT017798,EMP02890,2026-02-27,Present,09:27:00,18:01:00,0.0,2026,2,February,Friday
ATT041661,EMP02890,2026-03-02,Present,08:12:00,19:13:00,0.0,2026,3,March,Monday
ATT034555,EMP02890,2026-03-22,Work From Home,10:00:00,18:23:00,0.0,2026,3,March,Sunday
ATT015897,EMP02890,2026-05-09,Present,08:53:00,19:08:00,0.0,2026,5,May,Saturday
ATT023462,EMP02890,2026-06-20,Present,10:50:00,19:00:00,0.7,2026,6,June,Saturday
ATT014635,EMP02890,2026-07-17,Present,08:59:00,17:55:00,0.0,2026,7,July,Friday
ATT009407,EMP02891,2025-01-30,Present,08:35:00,17:09:00,0.0,2025,1,January,Thursday
ATT008894,EMP02891,2025-04-28,Present,09:56:00,18:44:00,0.0,2025,4,April,Monday
ATT004888,EMP02891,2025-06-22,Present,09:52:00,19:51:00,0.0,2025,6,June,Sunday
ATT000870,EMP02891,2025-07-23,Present,10:12:00,19:24:00,0.0,2025,7,July,Wednesday
ATT031149,EMP02891,2025-11-17,Present,09:28:00,18:46:00,0.0,2025,11,November,Monday
ATT008480,EMP02891,2025-11-30,Present,09:04:00,17:53:00,0.0,2025,11,November,Sunday
ATT007679,EMP02891,2025-12-06,Present,10:28:00,19:59:00,0.0,2025,12,December,Saturday
ATT026448,EMP02891,2026-01-08,Present,08:47:00,20:46:00,0.0,2026,1,January,Thursday
ATT035621,EMP02891,2026-01-31,Present,10:36:00,20:18:00,0.0,2026,1,January,Saturday
ATT001088,EMP02891,2026-02-22,Present,09:58:00,19:07:00,1.3,2026,2,February,Sunday
ATT021877,EMP02892,2025-01-18,Present,09:58:00,20:15:00,0.0,2025,1,January,Saturday
ATT008597,EMP02892,2025-02-15,Present,09:11:00,17:14:00,2.2,2025,2,February,Saturday
ATT010715,EMP02892,2025-03-20,Work From Home,09:12:00,19:24:00,0.0,2025,3,March,Thursday
ATT031497,EMP02892,2025-03-31,Present,08:42:00,17:04:00,0.0,2025,3,March,Monday
ATT007989,EMP02892,2025-05-02,Present,08:31:00,19:45:00,0.0,2025,5,May,Friday
ATT019811,EMP02892,2025-05-08,Present,10:18:00,17:12:00,0.0,2025,5,May,Thursday
ATT020151,EMP02892,2025-05-16,Present,10:21:00,17:26:00,0.0,2025,5,May,Friday
ATT033215,EMP02892,2025-06-17,Present,10:18:00,17:24:00,0.0,2025,6,June,Tuesday
ATT014708,EMP02892,2025-08-20,On Leave,,,0.0,2025,8,August,Wednesday
ATT027649,EMP02892,2025-09-13,Work From Home,08:09:00,19:46:00,0.0,2025,9,September,Saturday
ATT040516,EMP02892,2025-10-12,Present,08:31:00,19:20:00,0.0,2025,10,October,Sunday
ATT041880,EMP02892,2026-03-01,Work From Home,09:22:00,19:32:00,0.0,2026,3,March,Sunday
ATT018164,EMP02892,2026-03-08,Present,08:24:00,19:52:00,0.0,2026,3,March,Sunday
ATT006544,EMP02892,2026-05-16,Work From Home,10:01:00,18:16:00,0.0,2026,5,May,Saturday
ATT022126,EMP02892,2026-06-22,Present,08:10:00,20:06:00,0.0,2026,6,June,Monday
ATT025988,EMP02892,2026-06-25,Present,10:28:00,20:20:00,0.0,2026,6,June,Thursday
ATT026992,EMP02893,2025-01-21,Present,10:29:00,17:08:00,0.0,2025,1,January,Tuesday
ATT001915,EMP02893,2025-03-03,Absent,,,0.0,2025,3,March,Monday
ATT018200,EMP02893,2025-05-06,Half Day,09:51:00,20:57:00,0.0,2025,5,May,Tuesday
ATT014434,EMP02893,2025-06-21,Work From Home,09:32:00,19:10:00,0.0,2025,6,June,Saturday
ATT006020,EMP02893,2025-07-04,Present,08:53:00,20:05:00,0.0,2025,7,July,Friday
ATT016218,EMP02893,2025-07-16,On Leave,,,0.0,2025,7,July,Wednesday
ATT034014,EMP02893,2025-09-02,Present,08:21:00,17:14:00,0.0,2025,9,September,Tuesday
ATT016293,EMP02893,2025-09-15,On Leave,,,0.0,2025,9,September,Monday
ATT012655,EMP02893,2025-11-23,On Leave,,,0.0,2025,11,November,Sunday
ATT019213,EMP02893,2025-12-13,On Leave,,,0.0,2025,12,December,Saturday
ATT011627,EMP02893,2026-01-17,Present,10:50:00,18:49:00,0.0,2026,1,January,Saturday
ATT009451,EMP02893,2026-03-12,Present,08:46:00,17:18:00,0.0,2026,3,March,Thursday
ATT019323,EMP02893,2026-04-18,Present,10:23:00,20:28:00,2.1,2026,4,April,Saturday
ATT022103,EMP02893,2026-05-08,On Leave,,,0.0,2026,5,May,Friday
ATT001619,EMP02893,2026-05-20,Present,10:06:00,17:00:00,0.0,2026,5,May,Wednesday
ATT004213,EMP02893,2026-05-24,Present,09:09:00,17:26:00,0.0,2026,5,May,Sunday
ATT031813,EMP02893,2026-05-29,Present,09:09:00,17:46:00,0.0,2026,5,May,Friday
ATT022732,EMP02893,2026-06-02,Present,09:14:00,18:23:00,0.0,2026,6,June,Tuesday
ATT015010,EMP02893,2026-06-21,Present,10:15:00,18:26:00,2.3,2026,6,June,Sunday
ATT031662,EMP02894,2025-01-09,Present,09:15:00,20:13:00,0.0,2025,1,January,Thursday
ATT014233,EMP02894,2025-07-11,Present,09:46:00,17:14:00,1.2,2025,7,July,Friday
ATT010613,EMP02894,2025-07-16,Present,10:20:00,19:56:00,3.5,2025,7,July,Wednesday
ATT036077,EMP02894,2025-09-15,Present,09:48:00,17:24:00,0.0,2025,9,September,Monday
ATT023232,EMP02894,2025-10-13,Present,08:26:00,17:43:00,2.1,2025,10,October,Monday
ATT029005,EMP02894,2025-11-23,Present,08:09:00,17:56:00,0.0,2025,11,November,Sunday
ATT019078,EMP02894,2026-05-26,Present,10:20:00,17:28:00,8.7,2026,5,May,Tuesday
ATT018807,EMP02894,2026-06-05,Present,10:34:00,17:12:00,0.0,2026,6,June,Friday
ATT014258,EMP02894,2026-06-27,Half Day,09:09:00,18:54:00,0.0,2026,6,June,Saturday
ATT009386,EMP02894,2026-07-01,Work From Home,09:49:00,19:48:00,0.0,2026,7,July,Wednesday
ATT035377,EMP02895,2025-02-11,Present,09:04:00,18:40:00,0.0,2025,2,February,Tuesday
ATT003974,EMP02895,2025-03-25,On Leave,,,0.0,2025,3,March,Tuesday
ATT028573,EMP02895,2025-03-30,Half Day,10:56:00,18:42:00,0.0,2025,3,March,Sunday
ATT028696,EMP02895,2025-04-30,Present,09:04:00,19:11:00,0.0,2025,4,April,Wednesday
ATT026022,EMP02895,2025-05-05,Present,10:56:00,17:51:00,0.0,2025,5,May,Monday
ATT023745,EMP02895,2025-06-09,Present,09:27:00,19:32:00,0.0,2025,6,June,Monday
ATT003763,EMP02895,2025-06-30,Present,10:07:00,20:24:00,0.0,2025,6,June,Monday
ATT035219,EMP02895,2026-06-05,Present,08:16:00,18:20:00,0.0,2026,6,June,Friday
ATT010342,EMP02896,2025-03-07,Present,08:26:00,20:04:00,0.0,2025,3,March,Friday
ATT017985,EMP02896,2025-04-27,Present,10:14:00,18:35:00,0.0,2025,4,April,Sunday
ATT018094,EMP02896,2026-01-13,Half Day,08:05:00,17:30:00,0.0,2026,1,January,Tuesday
ATT033828,EMP02896,2026-03-02,Present,09:25:00,20:44:00,0.0,2026,3,March,Monday
ATT039435,EMP02896,2026-04-20,Present,10:39:00,20:31:00,0.0,2026,4,April,Monday
ATT025552,EMP02896,2026-06-30,Work From Home,09:48:00,17:32:00,0.0,2026,6,June,Tuesday
ATT034813,EMP02897,2025-05-05,Present,09:59:00,18:42:00,2.9,2025,5,May,Monday
ATT000741,EMP02897,2025-05-25,Present,10:12:00,19:04:00,1.5,2025,5,May,Sunday
ATT031579,EMP02897,2025-09-06,Absent,,,0.0,2025,9,September,Saturday
ATT004412,EMP02897,2025-10-09,Present,10:45:00,19:12:00,0.0,2025,10,October,Thursday
ATT002338,EMP02897,2025-11-04,Present,10:54:00,19:34:00,0.0,2025,11,November,Tuesday
ATT013579,EMP02897,2025-12-29,On Leave,,,0.0,2025,12,December,Monday
ATT010025,EMP02897,2026-03-22,Work From Home,10:47:00,18:11:00,0.0,2026,3,March,Sunday
ATT039156,EMP02897,2026-03-30,Present,09:01:00,17:54:00,0.0,2026,3,March,Monday
ATT012510,EMP02897,2026-06-14,Present,09:14:00,20:08:00,0.0,2026,6,June,Sunday
ATT008440,EMP02897,2026-07-20,Present,10:21:00,19:34:00,0.0,2026,7,July,Monday
ATT037470,EMP02898,2025-01-01,On Leave,,,0.0,2025,1,January,Wednesday
ATT008446,EMP02898,2025-01-11,Present,09:42:00,19:34:00,0.0,2025,1,January,Saturday
ATT032284,EMP02898,2025-01-20,Present,09:58:00,17:51:00,1.5,2025,1,January,Monday
ATT014869,EMP02898,2025-04-02,Present,08:59:00,17:55:00,0.0,2025,4,April,Wednesday
ATT012560,EMP02898,2025-11-11,Present,10:47:00,20:30:00,0.0,2025,11,November,Tuesday
ATT018698,EMP02898,2025-11-16,Present,09:19:00,19:04:00,0.0,2025,11,November,Sunday
ATT007152,EMP02898,2025-12-31,Absent,,,0.0,2025,12,December,Wednesday
ATT008453,EMP02898,2026-01-14,Present,08:59:00,19:32:00,2.5,2026,1,January,Wednesday
ATT038940,EMP02898,2026-03-31,Work From Home,08:40:00,20:04:00,0.0,2026,3,March,Tuesday
ATT038268,EMP02898,2026-06-03,Present,10:38:00,20:05:00,0.0,2026,6,June,Wednesday
ATT018753,EMP02899,2025-03-06,Present,09:26:00,18:51:00,0.0,2025,3,March,Thursday
ATT034248,EMP02899,2025-06-17,Present,10:46:00,17:26:00,0.0,2025,6,June,Tuesday
ATT036616,EMP02899,2025-07-24,Present,09:24:00,20:43:00,0.7,2025,7,July,Thursday
ATT011762,EMP02899,2025-08-06,On Leave,,,0.0,2025,8,August,Wednesday
ATT012312,EMP02899,2025-08-07,Present,10:49:00,17:51:00,0.0,2025,8,August,Thursday
ATT012991,EMP02899,2025-08-20,Present,09:18:00,19:10:00,0.0,2025,8,August,Wednesday
ATT002149,EMP02899,2025-10-27,Work From Home,10:08:00,18:49:00,0.0,2025,10,October,Monday
