leave_id,employee_id,leave_type,start_date,end_date,days_taken,status
LV03866,EMP02096,Casual Leave,2025-08-10,2025-08-19,9,Approved
LV03867,EMP00221,Earned Leave,2025-06-06,2025-06-12,6,Pending
LV03868,EMP00830,Casual Leave,2026-07-06,2026-07-11,5,Rejected
LV03869,EMP01116,Sick Leave,2026-06-08,2026-06-09,1,Pending
LV03870,EMP02991,Earned Leave,2026-03-21,2026-03-28,7,Approved
LV03871,EMP02460,Earned Leave,2025-03-04,2025-03-10,6,Rejected
LV03872,EMP01380,Paternity Leave,2026-06-16,2026-06-19,3,Approved
LV03873,EMP00551,Sick Leave,2026-02-22,2026-02-27,5,Rejected
LV03874,EMP01049,Unpaid Leave,2026-01-20,2026-01-23,3,Rejected
LV03875,EMP02121,Unpaid Leave,2025-06-16,2025-06-23,7,Approved
LV03876,EMP03183,Casual Leave,2025-06-15,2025-06-23,8,Approved
LV03877,EMP03041,Unpaid Leave,2025-01-10,2025-01-15,5,Rejected
LV03878,EMP01667,Casual Leave,2025-06-18,2025-06-26,8,Approved
LV03879,EMP03135,Earned Leave,2026-01-28,2026-02-06,9,Pending
LV03880,EMP00008,Unpaid Leave,2025-03-25,2025-03-28,3,Pending
LV03881,EMP02372,Paternity Leave,2025-07-23,2025-07-31,8,Rejected
LV03882,EMP02941,Casual Leave,2026-05-06,2026-05-12,6,Rejected
LV03883,EMP02544,Sick Leave,2025-02-18,2025-02-24,6,Rejected
LV03884,EMP02587,Sick Leave,2025-02-27,2025-03-08,9,Approved
LV03885,EMP01962,Sick Leave,2025-11-23,2025-12-01,8,Rejected
LV03886,EMP00741,Unpaid Leave,2025-03-28,2025-03-29,1,Approved
LV03887,EMP01005,Casual Leave,2025-02-05,2025-02-06,1,Rejected
LV03888,EMP00293,Paternity Leave,2025-05-13,2025-05-17,4,Rejected
LV03889,EMP01104,Unpaid Leave,2025-11-27,2025-12-05,8,Pending
LV03890,EMP01846,Casual Leave,2026-03-09,2026-03-18,9,Rejected
LV03891,EMP01544,Sick Leave,2025-09-07,2025-09-15,8,Rejected
LV03892,EMP01136,Maternity Leave,2026-03-22,2026-03-31,9,Pending
LV03893,EMP00606,Maternity Leave,2026-03-20,2026-03-30,10,Pending
LV03894,EMP01718,Earned Leave,2026-04-27,2026-05-01,4,Rejected
LV03895,EMP01163,Earned Leave,2025-01-04,2025-01-11,7,Approved
LV03896,EMP02567,Sick Leave,2025-05-24,2025-06-03,10,Approved
LV03897,EMP00590,Sick Leave,2025-06-01,2025-06-05,4,Rejected
LV03898,EMP02637,Unpaid Leave,2026-01-02,2026-01-09,7,Approved
LV03899,EMP00474,Sick Leave,2025-11-14,2025-11-23,9,Rejected
LV03900,EMP02577,Maternity Leave,2025-10-29,2025-11-05,7,Pending
LV03901,EMP02958,Earned Leave,2025-08-05,2025-08-07,2,Pending
LV03902,EMP01625,Sick Leave,2026-04-05,2026-04-10,5,Pending
LV03903,EMP03033,Unpaid Leave,2025-08-03,2025-08-12,9,Rejected
LV03904,EMP01341,Maternity Leave,2025-12-04,2025-12-06,2,Approved
LV03905,EMP02647,Unpaid Leave,2025-10-05,2025-10-15,10,Approved
LV03906,EMP01839,Paternity Leave,2025-08-02,2025-08-09,7,Rejected
LV03907,EMP02726,Sick Leave,2025-05-28,2025-06-02,5,Approved
LV03908,EMP02485,Maternity Leave,2025-07-31,2025-08-07,7,Rejected
LV03909,EMP00911,Paternity Leave,2025-03-07,2025-03-08,1,Approved
LV03910,EMP01949,Paternity Leave,2026-07-12,2026-07-13,1,Approved
LV03911,EMP03199,Maternity Leave,2026-01-02,2026-01-12,10,Pending
LV03912,EMP01740,Unpaid Leave,2026-04-09,2026-04-17,8,Approved
LV03913,EMP02172,Unpaid Leave,2025-06-12,2025-06-17,5,Pending
LV03914,EMP00667,Paternity Leave,2026-01-23,2026-01-26,3,Pending
LV03915,EMP02146,Maternity Leave,2026-01-20,2026-01-25,5,Rejected
LV03916,EMP00184,Earned Leave,2026-03-24,2026-04-01,8,Pending
LV03917,EMP03060,Earned Leave,2025-08-10,2025-08-11,1,Pending
LV03918,EMP02865,Maternity Leave,2026-05-18,2026-05-26,8,Approved
LV03919,EMP00195,Casual Leave,2025-01-25,2025-01-26,1,Pending
LV03920,EMP00801,Unpaid Leave,2025-02-18,2025-02-24,6,Pending
LV03921,EMP02565,Casual Leave,2025-02-21,2025-02-22,1,Approved
LV03922,EMP00423,Unpaid Leave,2025-08-20,2025-08-28,8,Rejected
LV03923,EMP02090,Maternity Leave,2025-11-18,2025-11-25,7,Pending
LV03924,EMP01625,Casual Leave,2026-01-09,2026-01-12,3,Pending
LV03925,EMP00731,Maternity Leave,2026-01-04,2026-01-06,2,Pending
LV03926,EMP00115,Maternity Leave,2025-03-02,2025-03-09,7,Approved
LV03927,EMP02774,Paternity Leave,2025-01-30,2025-02-09,10,Approved
LV03928,EMP02847,Sick Leave,2026-04-25,2026-05-05,10,Approved
LV03929,EMP01238,Sick Leave,2025-04-19,2025-04-29,10,Pending
LV03930,EMP02908,Sick Leave,2026-06-10,2026-06-14,4,Pending
LV03931,EMP02373,Earned Leave,2026-05-21,2026-05-31,10,Rejected
LV03932,EMP01512,Maternity Leave,2026-01-24,2026-02-01,8,Rejected
LV03933,EMP01812,Earned Leave,2025-08-27,2025-08-29,2,Pending
LV03934,EMP00081,Casual Leave,2026-02-26,2026-03-05,7,Rejected
LV03935,EMP01309,Maternity Leave,2026-02-13,2026-02-20,7,Rejected
LV03936,EMP01847,Maternity Leave,2025-09-18,2025-09-20,2,Pending
LV03937,EMP02962,Casual Leave,2025-01-17,2025-01-21,4,Approved
LV03938,EMP98279,Earned Leave,2026-07-04,2026-07-08,4,Rejected
LV03939,EMP02456,Paternity Leave,2026-04-23,2026-04-24,1,Approved
LV03940,EMP03118,Paternity Leave,2026-04-28,2026-04-29,1,Approved
LV03941,EMP01854,Earned Leave,2026-04-23,2026-04-30,7,Approved
LV03942,EMP02382,Sick Leave,2026-07-11,2026-07-17,6,Rejected
LV03943,EMP02067,Paternity Leave,2025-09-10,2025-09-14,4,Approved
LV03944,EMP01451,Casual Leave,2025-02-13,2025-02-15,2,Pending
LV03945,EMP02118,Unpaid Leave,2025-05-24,2025-05-26,2,Approved
LV03946,EMP02796,Paternity Leave,2025-06-22,2025-06-28,6,Rejected
LV03947,EMP02090,Paternity Leave,2026-03-21,2026-03-29,8,Rejected
LV03948,EMP01591,Unpaid Leave,2026-05-09,2026-05-16,7,Pending
LV03949,EMP00792,Earned Leave,2026-05-20,2026-05-25,5,Approved
LV03950,EMP02390,Earned Leave,2025-12-03,2025-12-07,4,Approved
LV03951,EMP02113,Sick Leave,2025-07-07,2025-07-17,10,Rejected
LV03952,EMP01651,Maternity Leave,2025-01-29,2025-02-08,10,Rejected
LV03953,EMP00084,Sick Leave,2025-06-19,2025-06-24,5,Approved
LV03954,EMP00312,Paternity Leave,2025-09-01,2025-09-03,2,Rejected
LV03955,EMP01996,Earned Leave,2025-12-29,2026-01-07,9,Rejected
LV03956,EMP00683,Maternity Leave,2026-05-14,2026-05-20,6,Pending
LV03957,EMP00002,Casual Leave,2025-01-03,2025-01-06,3,Rejected
LV03958,EMP01051,Unpaid Leave,2025-01-21,2025-01-30,9,Rejected
LV03959,EMP01264,Unpaid Leave,2025-03-19,2025-03-25,6,Approved
LV03960,EMP03068,Sick Leave,2025-07-01,2025-07-10,9,Approved
LV03961,EMP02158,Casual Leave,2025-05-22,2025-05-24,2,Pending
LV03962,EMP03123,Maternity Leave,2025-01-21,2025-01-24,3,Rejected
LV03963,EMP01338,Sick Leave,2025-12-25,2026-01-04,10,Pending
LV03964,EMP01985,Sick Leave,2026-03-30,2026-04-05,6,Rejected
LV03965,EMP01468,Paternity Leave,2026-02-20,2026-02-28,8,Rejected
LV03966,EMP02409,Earned Leave,2025-10-05,2025-10-12,7,Rejected
LV03967,EMP00966,Paternity Leave,2025-03-06,2025-03-15,9,Pending
LV03968,EMP00814,Maternity Leave,2026-05-19,2026-05-20,1,Approved
LV03969,EMP01425,Unpaid Leave,2025-09-02,2025-09-11,9,Rejected
LV03970,EMP01145,Unpaid Leave,2025-02-14,2025-02-18,4,Approved
LV03971,EMP00011,Casual Leave,2026-07-11,2026-07-19,8,Rejected
LV03972,EMP00027,Paternity Leave,2025-04-16,2025-04-22,6,Pending
LV03973,EMP02621,Earned Leave,2025-12-17,2025-12-25,8,Pending
LV03974,EMP01629,Unpaid Leave,2026-04-20,2026-04-26,6,Rejected
LV03975,EMP02745,Sick Leave,2025-12-12,2025-12-15,3,Approved
LV03976,EMP03082,Earned Leave,2025-09-02,2025-09-06,4,Rejected
LV03977,EMP01310,Casual Leave,2025-07-03,2025-07-11,8,Rejected
LV03978,EMP01961,Casual Leave,2025-12-09,2025-12-13,4,Pending
LV03979,EMP00635,Casual Leave,2025-03-13,2025-03-21,8,Pending
LV03980,EMP01708,Paternity Leave,2025-08-19,2025-08-27,8,Approved
LV03981,EMP02544,Maternity Leave,2026-01-18,2026-01-19,1,Rejected
LV03982,EMP00987,Earned Leave,2026-03-19,2026-03-26,7,Approved
LV03983,EMP01997,Earned Leave,2025-07-03,2025-07-11,8,Approved
LV03984,EMP02872,Paternity Leave,2026-04-06,2026-04-10,4,Rejected
LV03985,EMP01649,Sick Leave,2026-05-26,2026-06-01,6,Rejected
LV03986,EMP01574,Unpaid Leave,2025-08-07,2025-08-13,6,Rejected
LV03987,EMP02234,Casual Leave,2026-05-10,2026-05-18,8,Rejected
LV03988,EMP02470,Casual Leave,2025-03-04,2025-03-06,2,Pending
LV03989,EMP00521,Paternity Leave,2025-10-07,2025-10-08,1,Rejected
LV03990,EMP00736,Casual Leave,2025-07-19,2025-07-24,5,Rejected
LV03991,EMP01994,Maternity Leave,2026-03-19,2026-03-21,2,Rejected
LV03992,EMP00813,Unpaid Leave,2026-04-23,2026-04-30,7,Rejected
LV03993,EMP02989,Casual Leave,2026-06-24,2026-06-29,5,Pending
LV03994,EMP01587,Sick Leave,2026-01-16,2026-01-23,7,Pending
LV03995,EMP01855,Maternity Leave,2025-01-15,2025-01-16,1,Pending
LV03996,EMP02368,Casual Leave,2026-03-16,2026-03-24,8,Approved
LV03997,EMP00658,Unpaid Leave,2025-05-28,2025-06-04,7,Rejected
LV03998,EMP00260,Earned Leave,2026-04-13,2026-04-23,10,Pending
LV03999,EMP01167,Sick Leave,2026-04-28,2026-05-05,7,Pending
LV04000,EMP92860,Unpaid Leave,2025-01-14,2025-01-20,6,Approved
LV04001,EMP02116,Paternity Leave,2025-05-01,2025-05-10,9,Pending
LV04002,EMP02694,Casual Leave,2025-02-07,2025-02-14,7,Approved
LV04003,EMP02638,Maternity Leave,2026-06-16,2026-06-26,10,Rejected
LV04004,EMP02364,Sick Leave,2026-02-03,2026-02-05,2,Approved
LV04005,EMP01322,Unpaid Leave,2025-07-18,2025-07-27,9,Approved
LV04006,EMP03111,Paternity Leave,2025-04-26,2025-05-01,5,Pending
LV04007,EMP00088,Maternity Leave,2025-02-05,2025-02-14,9,Pending
LV04008,EMP00726,Maternity Leave,2025-06-20,2025-06-29,9,Pending
LV04009,EMP03141,Sick Leave,2026-01-09,2026-01-17,8,Rejected
LV04010,EMP02505,Sick Leave,2026-07-05,2026-07-11,6,Pending
LV04011,EMP01394,Paternity Leave,2025-10-16,2025-10-17,1,Approved
LV04012,EMP02064,Paternity Leave,2025-02-05,2025-02-12,7,Rejected
LV04013,EMP02180,Paternity Leave,2026-04-12,2026-04-21,9,Pending
LV04014,EMP00082,Paternity Leave,2026-03-01,2026-03-02,1,Pending
LV04015,EMP01314,Unpaid Leave,2025-05-16,2025-05-18,2,Approved
LV04016,EMP00554,Sick Leave,2026-05-11,2026-05-14,3,Approved
LV04017,EMP01533,Paternity Leave,2026-02-20,2026-02-27,7,Approved
LV04018,EMP01062,Casual Leave,2025-08-28,2025-09-04,7,Rejected
LV04019,EMP00216,Unpaid Leave,2025-07-14,2025-07-18,4,Pending
LV04020,EMP02908,Casual Leave,2025-08-11,2025-08-18,7,Pending
LV04021,EMP01113,Casual Leave,2026-05-17,2026-05-21,4,Pending
LV04022,EMP01006,Casual Leave,2026-04-24,2026-05-02,8,Approved
LV04023,EMP02358,Unpaid Leave,2025-04-12,2025-04-13,1,Pending
LV04024,EMP00944,Sick Leave,2026-01-19,2026-01-23,4,Pending
LV04025,EMP01983,Maternity Leave,2025-01-23,2025-02-02,10,Approved
LV04026,EMP99036,Unpaid Leave,2025-09-12,2025-09-17,5,Pending
LV04027,EMP01324,Unpaid Leave,2026-01-29,2026-02-08,10,Rejected
LV04028,EMP01111,Earned Leave,2025-08-04,2025-08-07,3,Rejected
LV04029,EMP00064,Casual Leave,2025-10-27,2025-11-04,8,Approved
LV04030,EMP02228,Unpaid Leave,2026-06-07,2026-06-09,2,Pending
LV04031,EMP00698,Earned Leave,2025-04-19,2025-04-26,7,Approved
LV04032,EMP01890,Unpaid Leave,2025-01-08,2025-01-15,7,Approved
LV04033,EMP00427,Paternity Leave,2025-06-14,2025-06-16,2,Pending
LV04034,EMP00982,Earned Leave,2026-04-06,2026-04-12,6,Rejected
LV04035,EMP01625,Maternity Leave,2025-10-24,2025-10-25,1,Rejected
LV04036,EMP02590,Unpaid Leave,2025-01-14,2025-01-20,6,Pending
LV04037,EMP03140,Casual Leave,2026-01-09,2026-01-17,8,Rejected
LV04038,EMP00707,Earned Leave,2025-08-29,2025-08-30,1,Rejected
LV04039,EMP00993,Paternity Leave,2025-09-23,2025-09-24,1,Approved
LV04040,EMP00634,Sick Leave,2025-02-25,2025-03-06,9,Pending
LV04041,EMP02156,Maternity Leave,2025-11-10,2025-11-19,9,Pending
LV04042,EMP00576,Earned Leave,2025-11-13,2025-11-19,6,Approved
LV04043,EMP00391,Unpaid Leave,2025-07-03,2025-07-06,3,Rejected
LV04044,EMP01450,Paternity Leave,2025-06-07,2025-06-15,8,Rejected
LV04045,EMP01914,Unpaid Leave,2026-01-14,2026-01-16,2,Pending
LV04046,EMP02449,Earned Leave,2026-01-29,2026-02-08,10,Pending
LV04047,EMP01099,Earned Leave,2025-04-22,2025-05-02,10,Approved
LV04048,EMP01729,Casual Leave,2026-05-22,2026-05-30,8,Rejected
LV04049,EMP02733,Sick Leave,2025-05-11,2025-05-21,10,Approved
LV04050,EMP02576,Casual Leave,2025-07-07,2025-07-12,5,Pending
LV04051,EMP03117,Unpaid Leave,2026-04-09,2026-04-16,7,Pending
LV04052,EMP02204,Unpaid Leave,2025-11-06,2025-11-09,3,Rejected
LV04053,EMP00253,Maternity Leave,2026-03-03,2026-03-08,5,Pending
LV04054,EMP00451,Maternity Leave,2026-06-11,2026-06-17,6,Rejected
LV04055,EMP00447,Earned Leave,2025-07-28,2025-08-07,10,Approved
LV04056,EMP00566,Maternity Leave,2026-04-29,2026-05-07,8,Pending
LV04057,EMP02523,Maternity Leave,2025-01-10,2025-01-17,7,Pending
LV04058,EMP00208,Maternity Leave,2025-04-10,2025-04-15,5,Pending
LV04059,EMP00990,Sick Leave,2025-01-04,2025-01-12,8,Approved
LV04060,EMP01684,Casual Leave,2025-02-28,2025-03-04,4,Rejected
LV04061,EMP01305,Casual Leave,2025-09-30,2025-10-02,2,Approved
LV04062,EMP00631,Earned Leave,2025-01-28,2025-01-30,2,Approved
LV04063,EMP01229,Maternity Leave,2026-03-22,2026-03-26,4,Approved
LV04064,EMP00709,Earned Leave,2025-06-26,2025-06-29,3,Rejected
LV04065,EMP03041,Paternity Leave,2025-01-02,2025-01-09,7,Rejected
LV04066,EMP00483,Casual Leave,2025-06-16,2025-06-26,10,Rejected
LV04067,EMP00494,Earned Leave,2025-12-15,2025-12-23,8,Pending
LV04068,EMP00232,Unpaid Leave,2025-05-30,2025-06-03,4,Rejected
LV04069,EMP01670,Unpaid Leave,2025-11-02,2025-11-03,1,Approved
LV04070,EMP00935,Casual Leave,2025-01-04,2025-01-12,8,Approved
LV04071,EMP02374,Sick Leave,2026-01-03,2026-01-11,8,Rejected
LV04072,EMP00299,Unpaid Leave,2025-01-30,2025-02-01,2,Rejected
LV04073,EMP00178,Paternity Leave,2025-11-23,2025-11-25,2,Approved
LV04074,EMP01864,Paternity Leave,2025-08-03,2025-08-10,7,Rejected
LV04075,EMP01190,Earned Leave,2025-02-12,2025-02-19,7,Pending
LV04076,EMP00510,Casual Leave,2025-12-11,2025-12-16,5,Approved
LV04077,EMP00216,Sick Leave,2025-05-11,2025-05-18,7,Rejected
LV04078,EMP00634,Sick Leave,2026-01-21,2026-01-30,9,Approved
LV04079,EMP91056,Paternity Leave,2026-03-28,2026-04-04,7,Approved
LV04080,EMP01680,Sick Leave,2025-05-08,2025-05-17,9,Rejected
LV04081,EMP01981,Maternity Leave,2025-08-18,2025-08-28,10,Approved
LV04082,EMP01306,Maternity Leave,2025-09-05,2025-09-15,10,Rejected
LV04083,EMP02858,Casual Leave,2025-08-10,2025-08-18,8,Approved
LV04084,EMP02599,Sick Leave,2025-02-13,2025-02-22,9,Pending
LV04085,EMP00629,Maternity Leave,2025-11-24,2025-11-26,2,Approved
LV04086,EMP00707,Unpaid Leave,2025-10-03,2025-10-06,3,Pending
LV04087,EMP00377,Unpaid Leave,2025-08-18,2025-08-21,3,Rejected
LV04088,EMP00075,Paternity Leave,2025-03-20,2025-03-30,10,Rejected
LV04089,EMP00658,Paternity Leave,2026-04-02,2026-04-12,10,Pending
LV04090,EMP01759,Casual Leave,2025-02-10,2025-02-18,8,Pending
LV04091,EMP00717,Unpaid Leave,2025-10-03,2025-10-10,7,Approved
LV04092,EMP02107,Casual Leave,2025-10-24,2025-11-01,8,Rejected
LV04093,EMP01869,Paternity Leave,2025-12-18,2025-12-27,9,Pending
LV04094,EMP01804,Casual Leave,2025-05-16,2025-05-25,9,Approved
LV04095,EMP00801,Unpaid Leave,2025-12-27,2025-12-28,1,Rejected
LV04096,EMP01038,Earned Leave,2026-02-12,2026-02-16,4,Rejected
LV04097,EMP02697,Earned Leave,2025-11-15,2025-11-25,10,Rejected
LV04098,EMP01010,Unpaid Leave,2026-04-10,2026-04-19,9,Pending
LV04099,EMP97067,Earned Leave,2026-02-08,2026-02-13,5,Pending
LV04100,EMP01948,Earned Leave,2025-10-24,2025-11-02,9,Pending
LV04101,EMP00793,Sick Leave,2026-04-03,2026-04-08,5,Pending
LV04102,EMP01766,Casual Leave,2026-05-15,2026-05-18,3,Rejected
LV04103,EMP02319,Casual Leave,2025-02-03,2025-02-09,6,Pending
LV04104,EMP01360,Earned Leave,2025-10-17,2025-10-19,2,Rejected
LV04105,EMP02720,Sick Leave,2025-11-17,2025-11-20,3,Rejected
LV04106,EMP00500,Paternity Leave,2026-02-02,2026-02-09,7,Rejected
LV04107,EMP02419,Maternity Leave,2025-11-04,2025-11-08,4,Rejected
LV04108,EMP02968,Paternity Leave,2026-04-29,2026-05-05,6,Pending
LV04109,EMP99352,Paternity Leave,2025-09-03,2025-09-06,3,Approved
LV04110,EMP00271,Sick Leave,2026-04-16,2026-04-24,8,Rejected
LV04111,EMP02474,Paternity Leave,2025-10-04,2025-10-10,6,Rejected
LV04112,EMP00538,Unpaid Leave,2025-05-04,2025-05-12,8,Rejected
LV04113,EMP00262,Casual Leave,2026-06-24,2026-07-03,9,Pending
LV04114,EMP01741,Casual Leave,2025-08-31,2025-09-03,3,Pending
LV04115,EMP02537,Sick Leave,2026-06-25,2026-07-01,6,Pending
LV04116,EMP00228,Casual Leave,2026-05-27,2026-06-06,10,Approved
LV04117,EMP02229,Casual Leave,2026-07-15,2026-07-19,4,Rejected
LV04118,EMP00691,Paternity Leave,2025-04-19,2025-04-21,2,Pending
LV04119,EMP00682,Maternity Leave,2025-07-30,2025-08-06,7,Approved
LV04120,EMP00383,Casual Leave,2025-07-30,2025-08-04,5,Rejected
LV04121,EMP00016,Casual Leave,2026-06-03,2026-06-09,6,Rejected
LV04122,EMP02081,Maternity Leave,2025-01-10,2025-01-12,2,Rejected
LV04123,EMP02008,Maternity Leave,2026-01-04,2026-01-10,6,Approved
LV04124,EMP02041,Earned Leave,2025-11-09,2025-11-14,5,Pending
LV04125,EMP00456,Unpaid Leave,2026-05-20,2026-05-22,2,Rejected
LV04126,EMP01976,Sick Leave,2026-05-10,2026-05-19,9,Pending
LV04127,EMP00246,Sick Leave,2025-08-15,2025-08-25,10,Pending
LV04128,EMP01062,Unpaid Leave,2025-04-20,2025-04-29,9,Rejected
LV04129,EMP00262,Sick Leave,2025-01-09,2025-01-17,8,Rejected
LV04130,EMP02091,Unpaid Leave,2026-04-30,2026-05-04,4,Pending
LV04131,EMP02172,Paternity Leave,2025-05-19,2025-05-20,1,Approved
LV04132,EMP00872,Unpaid Leave,2026-04-03,2026-04-13,10,Rejected
LV04133,EMP01342,Sick Leave,2026-06-02,2026-06-12,10,Approved
LV04134,EMP02303,Paternity Leave,2025-07-29,2025-07-30,1,Pending
LV04135,EMP03138,Earned Leave,2025-11-15,2025-11-19,4,Approved
LV04136,EMP00790,Casual Leave,2025-07-03,2025-07-09,6,Approved
LV04137,EMP00335,Maternity Leave,2026-04-04,2026-04-08,4,Pending
LV04138,EMP02145,Unpaid Leave,2026-01-07,2026-01-12,5,Approved
LV04139,EMP00238,Casual Leave,2025-12-18,2025-12-24,6,Rejected
LV04140,EMP00439,Unpaid Leave,2025-07-21,2025-07-26,5,Approved
LV04141,EMP01261,Paternity Leave,2025-12-03,2025-12-09,6,Approved
LV04142,EMP01530,Unpaid Leave,2026-06-02,2026-06-04,2,Pending
LV04143,EMP00111,Earned Leave,2025-07-19,2025-07-26,7,Pending
LV04144,EMP00994,Casual Leave,2025-09-23,2025-10-02,9,Approved
LV04145,EMP01987,Casual Leave,2025-12-28,2026-01-02,5,Approved
LV04146,EMP01713,Paternity Leave,2026-03-28,2026-04-05,8,Pending
LV04147,EMP01384,Earned Leave,2025-09-04,2025-09-05,1,Approved
LV04148,EMP02338,Paternity Leave,2025-09-15,2025-09-16,1,Approved
LV04149,EMP01436,Maternity Leave,2025-12-05,2025-12-11,6,Rejected
LV04150,EMP02594,Sick Leave,2025-03-24,2025-04-02,9,Rejected
LV04151,EMP01123,Casual Leave,2026-06-02,2026-06-04,2,Rejected
LV04152,EMP00575,Maternity Leave,2025-03-28,2025-04-05,8,Approved
LV04153,EMP01720,Casual Leave,2025-03-21,2025-03-30,9,Rejected
LV04154,EMP00295,Earned Leave,2026-04-26,2026-05-06,10,Approved
LV04155,EMP00962,Earned Leave,2026-04-25,2026-05-03,8,Rejected
LV04156,EMP00910,Unpaid Leave,2025-03-31,2025-04-10,10,Pending
LV04157,EMP01973,Unpaid Leave,2026-04-23,2026-04-30,7,Pending
LV04158,EMP02166,Paternity Leave,2025-04-27,2025-05-06,9,Rejected
LV04159,EMP00223,Unpaid Leave,2025-01-02,2025-01-10,8,Pending
LV04160,EMP00856,Earned Leave,2025-06-29,2025-07-03,4,Approved
LV04161,EMP00756,Casual Leave,2025-11-08,2025-11-18,10,Approved
LV04162,EMP01290,Casual Leave,2025-06-10,2025-06-13,3,Rejected
LV04163,EMP01514,Maternity Leave,2025-11-26,2025-11-30,4,Pending
LV04164,EMP00632,Earned Leave,2026-02-07,2026-02-17,10,Pending
LV04165,EMP01573,Paternity Leave,2026-04-08,2026-04-18,10,Rejected
LV04166,EMP01740,Maternity Leave,2025-04-17,2025-04-21,4,Approved
LV04167,EMP02362,Casual Leave,2025-06-18,2025-06-24,6,Pending
LV04168,EMP00259,Maternity Leave,2026-03-01,2026-03-10,9,Pending
LV04169,EMP01712,Unpaid Leave,2026-05-17,2026-05-26,9,Rejected
LV04170,EMP00270,Unpaid Leave,2026-04-11,2026-04-13,2,Approved
LV04171,EMP02890,Maternity Leave,2025-05-09,2025-05-15,6,Pending
LV04172,EMP00435,Paternity Leave,2025-08-28,2025-08-31,3,Pending
LV04173,EMP01449,Paternity Leave,2025-08-14,2025-08-16,2,Pending
LV04174,EMP01870,Maternity Leave,2025-11-24,2025-11-27,3,Approved
LV04175,EMP01390,Paternity Leave,2025-06-08,2025-06-14,6,Rejected
LV04176,EMP02736,Maternity Leave,2025-05-11,2025-05-15,4,Pending
LV04177,EMP02710,Earned Leave,2025-09-19,2025-09-20,1,Approved
LV04178,EMP01443,Casual Leave,2026-05-15,2026-05-24,9,Approved
LV04179,EMP00956,Casual Leave,2025-01-27,2025-01-28,1,Rejected
LV04180,EMP01286,Casual Leave,2025-02-27,2025-02-28,1,Rejected
LV04181,EMP02304,Sick Leave,2025-02-16,2025-02-26,10,Rejected
LV04182,EMP00828,Earned Leave,2025-08-09,2025-08-19,10,Approved
LV04183,EMP00557,Maternity Leave,2025-09-17,2025-09-23,6,Approved
LV04184,EMP03085,Sick Leave,2025-02-08,2025-02-10,2,Approved
LV04185,EMP03032,Paternity Leave,2026-03-04,2026-03-14,10,Pending
LV04186,EMP00906,Casual Leave,2025-05-08,2025-05-11,3,Rejected
LV04187,EMP01232,Maternity Leave,2025-09-16,2025-09-25,9,Pending
LV04188,EMP01127,Maternity Leave,2025-11-18,2025-11-25,7,Pending
LV04189,EMP01299,Earned Leave,2025-12-03,2025-12-11,8,Rejected
LV04190,EMP01804,Casual Leave,2025-08-24,2025-08-27,3,Approved
LV04191,EMP02627,Sick Leave,2025-01-27,2025-01-31,4,Rejected
LV04192,EMP00495,Paternity Leave,2025-07-29,2025-07-31,2,Approved
LV04193,EMP01159,Earned Leave,2026-05-07,2026-05-10,3,Approved
LV04194,EMP01785,Paternity Leave,2025-10-21,2025-10-24,3,Approved
LV04195,EMP02451,Earned Leave,2025-11-21,2025-11-27,6,Approved
LV04196,EMP01997,Paternity Leave,2026-02-04,2026-02-07,3,Approved
LV04197,EMP02185,Maternity Leave,2025-04-21,2025-05-01,10,Approved
LV04198,EMP00038,Earned Leave,2026-04-17,2026-04-24,7,Approved
LV04199,EMP02551,Unpaid Leave,2025-12-04,2025-12-07,3,Pending
LV04200,EMP01093,Sick Leave,2025-08-16,2025-08-21,5,Approved
LV04201,EMP02994,Earned Leave,2026-01-06,2026-01-15,9,Pending
LV04202,EMP00180,Sick Leave,2025-09-20,2025-09-27,7,Approved
LV04203,EMP02899,Casual Leave,2025-06-27,2025-07-05,8,Approved
LV04204,EMP00131,Unpaid Leave,2025-12-11,2025-12-14,3,Pending
LV04205,EMP01066,Maternity Leave,2025-11-21,2025-11-29,8,Rejected
LV04206,EMP01621,Earned Leave,2025-01-25,2025-01-26,1,Pending
LV04207,EMP02383,Earned Leave,2025-03-31,2025-04-08,8,Pending
LV04208,EMP03089,Sick Leave,2025-05-20,2025-05-30,10,Pending
LV04209,EMP01453,Earned Leave,2025-09-12,2025-09-19,7,Rejected
LV04210,EMP00021,Maternity Leave,2026-01-06,2026-01-07,1,Approved
LV04211,EMP01724,Unpaid Leave,2025-10-20,2025-10-23,3,Pending
LV04212,EMP00690,Sick Leave,2026-03-16,2026-03-18,2,Pending
LV04213,EMP01835,Maternity Leave,2025-12-30,2026-01-06,7,Rejected
LV04214,EMP01466,Casual Leave,2026-01-19,2026-01-23,4,Rejected
LV04215,EMP00670,Unpaid Leave,2025-05-14,2025-05-20,6,Rejected
LV04216,EMP00224,Sick Leave,2025-09-25,2025-10-02,7,Rejected
LV04217,EMP02734,Unpaid Leave,2026-06-15,2026-06-17,2,Rejected
LV04218,EMP02846,Paternity Leave,2025-03-20,2025-03-30,10,Approved
LV04219,EMP01049,Earned Leave,2026-05-03,2026-05-09,6,Rejected
LV04220,EMP02548,Sick Leave,2025-04-12,2025-04-22,10,Pending
LV04221,EMP00498,Unpaid Leave,2026-02-09,2026-02-12,3,Approved
LV04222,EMP01738,Casual Leave,2025-06-20,2025-06-21,1,Approved
