review_id,employee_id,review_period,performance_rating,productivity_score,promotion_recommended,manager_comments_flag
PRF04778,EMP02541,2024-H1,3,66.8,Yes,Yes
PRF04779,EMP02461,2026-H1,4,92.9,No,No
PRF04780,EMP02259,2026-H1,5,71.3,Yes,No
PRF04781,EMP01709,2026-H1,2,94.3,No,No
PRF04782,EMP02224,2025-H2,4,56.2,No,Yes
PRF04783,EMP00712,2025-H1,3,92.5,Yes,No
PRF04784,EMP01177,2024-H1,4,78.2,No,No
PRF04785,EMP02597,2026-H1,,81.2,No,Yes
PRF04786,EMP00865,2025-H2,2,50.6,No,Yes
PRF04787,EMP01281,2024-H2,4,86.2,No,No
PRF04788,EMP00238,2024-H1,4,87.0,No,Yes
PRF04789,EMP01223,2025-H1,3,60.9,Yes,Yes
PRF04790,EMP01564,2024-H1,3,44.8,No,No
PRF04791,EMP03035,2025-H2,3,89.3,No,Yes
PRF04792,EMP02573,2024-H1,5,67.0,Yes,Yes
PRF04793,EMP02267,2026-H1,3,95.5,Yes,Yes
PRF04794,EMP01408,2026-H1,5,52.8,No,Yes
PRF04795,EMP02981,2026-H1,3,76.6,No,No
PRF04796,EMP02411,2025-H2,3,56.3,No,No
PRF04797,EMP02930,2024-H1,4,60.5,No,No
PRF04798,EMP01447,2025-H1,4,93.9,Yes,No
PRF04799,EMP00214,2024-H1,4,51.8,No,No
PRF04800,EMP00240,2025-H2,4,68.0,No,Yes
PRF04801,EMP01443,2025-H2,5,56.1,No,No
PRF04802,EMP00576,2025-H2,5,46.1,No,Yes
PRF04803,EMP00021,2025-H1,4,76.1,No,Yes
PRF04804,EMP01950,2025-H2,3,95.2,No,No
PRF04805,EMP00971,2024-H2,4,83.7,No,No
PRF04806,EMP02427,2026-H1,3,84.0,No,No
PRF04807,EMP02115,2025-H1,5,99.4,No,No
PRF04808,EMP02558,2024-H2,4,55.2,No,Yes
PRF04809,EMP01762,2024-H1,4,83.7,No,No
PRF04810,EMP00434,2025-H1,3,50.4,Yes,Yes
PRF04811,EMP02926,2025-H1,1,98.2,Yes,Yes
PRF04812,EMP01330,2025-H2,4,54.4,Yes,No
PRF04813,EMP01888,2024-H1,3,90.8,Yes,Yes
PRF04814,EMP03087,2026-H1,4,9.6,Yes,Yes
PRF04815,EMP01042,2025-H1,5,55.8,No,Yes
PRF04816,EMP00182,2024-H2,3,86.4,No,Yes
PRF04817,EMP03063,2024-H1,4,94.0,No,Yes
PRF04818,EMP01271,2025-H1,3,74.2,No,No
PRF04819,EMP00941,2025-H1,,63.1,No,Yes
PRF04820,EMP96989,2026-H1,2,55.8,No,Yes
PRF04821,EMP00219,2024-H1,4,93.8,No,No
PRF04822,EMP02669,2026-H1,3,47.2,No,Yes
PRF04823,EMP02645,2025-H1,4,92.2,No,No
PRF04824,EMP00385,2025-H1,2,53.6,No,Yes
PRF04825,EMP00822,2024-H1,3,4.8,No,No
PRF04826,EMP01109,2026-H1,1,68.7,Yes,No
PRF04827,EMP00719,2025-H2,5,89.7,No,Yes
PRF04828,EMP00299,2025-H2,4,56.5,Yes,No
PRF04829,EMP01677,2025-H1,2,98.4,No,No
PRF04830,EMP01046,2024-H1,4,44.5,No,Yes
PRF04831,EMP00873,2025-H1,1,91.4,No,No
PRF04832,EMP02429,2025-H1,4,85.5,No,No
PRF04833,EMP02045,2025-H1,4,94.3,No,No
PRF04834,EMP01994,2025-H2,3,92.3,Yes,No
PRF04835,EMP00096,2024-H1,2,64.2,No,No
PRF04836,EMP03142,2024-H1,4,78.6,No,No
PRF04837,EMP00752,2025-H1,3,49.1,No,No
PRF04838,EMP02629,2026-H1,4,49.9,No,No
PRF04839,EMP01521,2025-H2,3,61.6,Yes,No
PRF04840,EMP02888,2025-H2,4,91.0,No,No
PRF04841,EMP01667,2024-H1,4,52.2,No,No
PRF04842,EMP00161,2025-H1,4,91.4,Yes,No
PRF04843,EMP01025,2026-H1,3,53.7,No,Yes
PRF04844,EMP01947,2026-H1,1,60.5,No,Yes
PRF04845,EMP01057,2025-H2,4,1.7,Yes,No
PRF04846,EMP00382,2024-H1,3,64.3,No,Yes
PRF04847,EMP02107,2024-H1,3,69.4,No,Yes
PRF04848,EMP02447,2025-H2,3,89.7,No,No
PRF04849,EMP02043,2024-H1,4,66.1,No,Yes
PRF04850,EMP00873,2026-H1,3,62.7,No,No
PRF04851,EMP02738,2026-H1,4,69.0,No,No
PRF04852,EMP00652,2024-H1,4,72.7,No,No
PRF04853,EMP02302,2024-H2,3,81.6,No,Yes
PRF04854,EMP01723,2026-H1,3,70.6,No,No
PRF04855,EMP03045,2024-H2,5,90.0,No,No
PRF04856,EMP00944,2026-H1,3,57.0,No,Yes
PRF04857,EMP02333,2024-H1,5,47.8,No,No
PRF04858,EMP01889,2025-H1,3,52.8,No,Yes
PRF04859,EMP01528,2024-H2,4,54.6,No,No
PRF04860,EMP00789,2026-H1,1,59.4,No,Yes
PRF04861,EMP00237,2025-H2,4,62.0,No,Yes
PRF04862,EMP00727,2025-H1,3,51.8,No,No
PRF04863,EMP02790,2024-H1,3,56.6,No,No
PRF04864,EMP03061,2025-H1,4,81.7,No,No
PRF04865,EMP02482,2026-H1,1,64.4,No,Yes
PRF04866,EMP03188,2024-H2,4,42.2,No,No
PRF04867,EMP00807,2025-H2,3,50.9,No,Yes
PRF04868,EMP02054,2025-H2,3,71.3,Yes,No
PRF04869,EMP02814,2024-H2,5,87.4,No,No
PRF04870,EMP00066,2024-H2,3,47.3,No,No
PRF04871,EMP02953,2024-H1,3,51.9,No,Yes
PRF04872,EMP00391,2024-H2,3,97.1,No,No
PRF04873,EMP01773,2024-H2,3,52.9,No,Yes
PRF04874,EMP00895,2026-H1,4,50.0,No,Yes
PRF04875,EMP02044,2024-H2,4,85.5,No,Yes
PRF04876,EMP02209,2024-H2,3,74.5,Yes,No
PRF04877,EMP02262,2024-H1,2,91.1,Yes,No
PRF04878,EMP01504,2025-H1,2,4.5,Yes,No
PRF04879,EMP02205,2026-H1,3,42.1,No,Yes
PRF04880,EMP00862,2025-H1,4,61.2,No,Yes
PRF04881,EMP01718,2026-H1,5,97.4,Yes,No
PRF04882,EMP01223,2025-H2,5,80.4,Yes,Yes
PRF04883,EMP01117,2024-H2,5,89.2,No,Yes
PRF04884,EMP00011,2024-H1,4,46.1,No,Yes
PRF04885,EMP01225,2024-H1,3,74.8,No,Yes
PRF04886,EMP00736,2024-H1,3,49.6,Yes,No
PRF04887,EMP00480,2025-H2,2,96.5,No,Yes
PRF04888,EMP00899,2024-H1,3,67.1,No,Yes
PRF04889,EMP02509,2025-H2,3,64.3,Yes,Yes
PRF04890,EMP02213,2024-H1,4,61.2,No,Yes
PRF04891,EMP00281,2025-H1,4,89.3,No,No
PRF04892,EMP01194,2024-H2,5,66.6,No,Yes
PRF04893,EMP00895,2025-H1,2,52.8,No,Yes
PRF04894,EMP01092,2025-H2,3,50.6,No,No
PRF04895,EMP02306,2026-H1,2,53.2,No,Yes
PRF04896,EMP00755,2024-H1,3,69.2,No,Yes
PRF04897,EMP02222,2025-H2,4,87.1,No,No
PRF04898,EMP00596,2025-H1,,58.2,No,No
PRF04899,EMP01143,2026-H1,5,93.6,No,No
PRF04900,EMP00685,2024-H2,5,89.5,No,No
PRF04901,EMP00630,2024-H2,3,44.5,No,Yes
PRF04902,EMP00654,2025-H1,3,99.3,No,No
PRF04903,EMP02402,2024-H2,3,85.7,Yes,No
PRF04904,EMP01274,2024-H2,3,44.3,No,No
PRF04905,EMP00308,2025-H2,3,94.8,No,No
PRF04906,EMP01202,2024-H2,5,41.8,No,Yes
PRF04907,EMP00330,2024-H2,4,82.1,Yes,Yes
PRF04908,EMP01356,2025-H2,5,95.5,Yes,No
PRF04909,EMP01719,2024-H1,5,94.9,Yes,Yes
PRF04910,EMP00544,2025-H1,4,88.6,No,No
PRF04911,EMP02389,2025-H1,4,74.5,Yes,No
PRF04912,EMP02281,2024-H1,5,48.7,No,No
PRF04913,EMP02073,2025-H2,4,80.7,No,No
PRF04914,EMP01955,2026-H1,1,65.5,No,Yes
PRF04915,EMP00535,2024-H1,5,65.0,No,Yes
PRF04916,EMP01192,2025-H1,4,93.3,No,No
PRF04917,EMP02058,2024-H1,4,56.8,No,No
PRF04918,EMP02473,2024-H1,2,87.7,No,No
PRF04919,EMP02190,2025-H2,3,99.2,No,No
PRF04920,EMP01941,2024-H1,3,69.5,No,Yes
PRF04921,EMP00720,2026-H1,4,82.2,No,No
PRF04922,EMP01445,2024-H1,3,61.9,No,Yes
PRF04923,EMP01423,2025-H2,4,67.6,No,No
PRF04924,EMP01512,2025-H2,2,61.6,Yes,No
PRF04925,EMP01325,2025-H1,5,48.9,No,Yes
PRF04926,EMP02826,2025-H1,3,69.5,No,No
PRF04927,EMP00212,2026-H1,5,88.0,No,Yes
PRF04928,EMP01561,2024-H1,4,94.6,Yes,Yes
PRF04929,EMP01221,2026-H1,4,72.4,No,No
PRF04930,EMP03138,2025-H1,3,83.5,Yes,Yes
PRF04931,EMP00373,2025-H2,4,62.1,No,Yes
PRF04932,EMP03146,2025-H1,3,88.3,No,Yes
PRF04933,EMP01845,2024-H1,5,56.6,Yes,No
PRF04934,EMP02285,2026-H1,3,59.7,No,No
PRF04935,EMP00006,2025-H1,5,77.2,No,No
PRF04936,EMP00003,2024-H2,4,70.6,No,No
PRF04937,EMP02127,2024-H1,5,62.8,Yes,No
PRF04938,EMP00306,2025-H1,3,40.3,No,Yes
PRF04939,EMP01590,2024-H1,3,49.1,Yes,Yes
PRF04940,EMP00065,2025-H1,4,86.1,No,Yes
PRF04941,EMP91391,2026-H1,5,88.5,No,No
PRF04942,EMP03120,2024-H2,1,81.2,No,No
PRF04943,EMP02903,2025-H2,4,44.4,No,No
PRF04944,EMP02585,2024-H1,4,64.4,No,Yes
PRF04945,EMP01842,2025-H1,2,44.0,No,No
PRF04946,EMP02152,2025-H2,3,56.8,No,Yes
PRF04947,EMP00517,2025-H1,5,67.0,No,Yes
PRF04948,EMP00068,2026-H1,1,97.7,No,Yes
PRF04949,EMP01600,2024-H1,3,70.8,No,Yes
PRF04950,EMP01367,2024-H1,4,40.0,No,Yes
PRF04951,EMP01501,2025-H2,4,72.8,No,No
PRF04952,EMP01106,2026-H1,3,48.7,No,No
PRF04953,EMP01668,2025-H1,1,62.7,No,Yes
PRF04954,EMP01548,2025-H1,3,53.4,Yes,No
PRF04955,EMP01788,2024-H1,3,42.3,No,Yes
PRF04956,EMP01878,2025-H1,4,90.6,No,Yes
PRF04957,EMP03133,2025-H2,3,72.2,No,No
PRF04958,EMP00073,2025-H2,,84.1,No,Yes
PRF04959,EMP01618,2025-H2,4,80.1,Yes,Yes
PRF04960,EMP03195,2025-H2,3,70.9,No,No
PRF04961,EMP02590,2024-H1,4,92.8,No,Yes
PRF04962,EMP01119,2024-H2,5,83.0,No,Yes
PRF04963,EMP03106,2025-H1,2,80.0,No,Yes
PRF04964,EMP02989,2025-H2,3,88.0,No,No
PRF04965,EMP00953,2025-H1,2,84.9,No,Yes
PRF04966,EMP00379,2024-H1,3,91.6,Yes,Yes
PRF04967,EMP03111,2024-H2,3,73.8,No,No
PRF04968,EMP01067,2024-H2,4,83.7,Yes,Yes
PRF04969,EMP00044,2025-H2,4,94.0,Yes,No
PRF04970,EMP02221,2025-H1,4,72.4,No,Yes
PRF04971,EMP00302,2026-H1,1,87.7,No,No
PRF04972,EMP00829,2025-H1,3,91.6,Yes,Yes
PRF04973,EMP00321,2025-H2,3,69.8,Yes,No
PRF04974,EMP00143,2025-H2,2,48.2,Yes,No
PRF04975,EMP00487,2025-H1,3,75.1,Yes,No
PRF04976,EMP02553,2024-H2,3,79.1,No,Yes
PRF04977,EMP02748,2024-H2,5,40.1,Yes,No
PRF04978,EMP00760,2025-H1,4,60.5,No,No
PRF04979,EMP00757,2024-H1,,82.0,Yes,Yes
PRF04980,EMP02481,2025-H1,3,52.6,No,Yes
PRF04981,EMP00970,2025-H1,4,92.5,Yes,Yes
PRF04982,EMP03053,2024-H1,4,67.1,Yes,No
PRF04983,EMP00956,2024-H2,2,94.3,No,Yes
PRF04984,EMP01538,2024-H2,4,79.0,No,No
PRF04985,EMP00757,2024-H1,3,93.3,Yes,Yes
PRF04986,EMP01010,2025-H2,5,62.6,No,Yes
PRF04987,EMP02417,2025-H1,3,89.0,No,No
PRF04988,EMP01844,2024-H1,4,51.3,No,No
PRF04989,EMP01883,2026-H1,3,59.6,No,No
PRF04990,EMP00066,2025-H2,4,68.2,No,No
PRF04991,EMP00562,2024-H1,4,90.1,No,No
PRF04992,EMP00247,2026-H1,4,87.0,No,Yes
PRF04993,EMP02785,2024-H1,3,71.5,Yes,No
PRF04994,EMP00863,2025-H2,3,78.9,No,No
PRF04995,EMP02093,2025-H1,2,41.9,No,No
PRF04996,EMP00188,2024-H1,3,66.0,No,No
PRF04997,EMP02721,2024-H2,4,77.0,No,No
PRF04998,EMP01078,2025-H2,5,2.3,No,No
PRF04999,EMP01510,2025-H2,4,47.0,Yes,No
PRF05000,EMP01051,2024-H2,4,59.3,No,Yes
PRF05001,EMP00686,2024-H2,4,86.7,Yes,Yes
PRF05002,EMP02727,2024-H2,1,83.9,Yes,No
PRF05003,EMP00018,2025-H1,2,56.4,No,Yes
PRF05004,EMP01163,2025-H1,3,90.1,Yes,No
PRF05005,EMP00275,2026-H1,4,53.8,Yes,No
PRF05006,EMP00928,2026-H1,3,83.6,No,No
PRF05007,EMP01095,2024-H1,3,57.2,No,No
PRF05008,EMP03138,2025-H2,2,90.2,Yes,Yes
PRF05009,EMP00007,2025-H1,3,47.8,No,No
PRF05010,EMP01486,2024-H1,5,77.1,No,No
PRF05011,EMP00473,2025-H1,4,54.5,Yes,Yes
PRF05012,EMP00067,2025-H2,4,92.5,No,No
PRF05013,EMP02472,2026-H1,1,70.8,No,No
PRF05014,EMP00269,2024-H1,4,58.3,No,Yes
PRF05015,EMP92521,2024-H1,5,85.3,No,Yes
PRF05016,EMP00600,2025-H1,3,76.8,Yes,Yes
PRF05017,EMP02791,2024-H2,2,42.8,Yes,No
PRF05018,EMP01235,2025-H1,3,55.6,Yes,Yes
PRF05019,EMP03115,2025-H1,5,42.7,Yes,Yes
PRF05020,EMP01085,2024-H1,,42.2,No,Yes
PRF05021,EMP00307,2024-H1,,75.7,Yes,Yes
PRF05022,EMP01227,2024-H2,1,56.2,No,Yes
PRF05023,EMP01541,2025-H1,4,89.1,No,Yes
PRF05024,EMP00374,2024-H2,3,69.6,No,No
PRF05025,EMP00718,2025-H2,4,62.6,No,No
PRF05026,EMP01433,2025-H2,3,58.7,No,No
PRF05027,EMP02792,2026-H1,4,46.5,No,No
PRF05028,EMP01416,2024-H2,5,50.8,Yes,Yes
PRF05029,EMP02385,2026-H1,5,93.1,Yes,No
PRF05030,EMP01746,2024-H2,1,82.6,No,No
PRF05031,EMP03178,2025-H2,3,74.9,No,Yes
PRF05032,EMP02343,2026-H1,1,85.9,No,No
PRF05033,EMP00131,2024-H2,5,66.2,No,No
PRF05034,EMP98861,2025-H1,4,56.8,No,No
PRF05035,EMP94290,2026-H1,3,50.8,Yes,No
PRF05036,EMP00430,2026-H1,3,89.3,No,No
PRF05037,EMP00406,2026-H1,4,55.8,No,Yes
PRF05038,EMP02293,2025-H2,4,76.2,Yes,Yes
PRF05039,EMP01579,2024-H1,4,61.3,Yes,No
PRF05040,EMP01109,2026-H1,4,40.7,No,Yes
PRF05041,EMP02538,2025-H1,3,45.5,No,Yes
PRF05042,EMP03072,2025-H1,3,93.1,Yes,No
PRF05043,EMP98682,2024-H1,3,42.6,Yes,No
PRF05044,EMP00329,2026-H1,3,81.4,Yes,No
PRF05045,EMP00047,2026-H1,2,88.5,No,Yes
PRF05046,EMP97707,2025-H1,4,79.3,No,No
PRF05047,EMP00720,2024-H1,4,67.2,No,No
PRF05048,EMP00983,2025-H2,4,52.7,No,Yes
PRF05049,EMP00675,2025-H2,4,96.2,No,Yes
PRF05050,EMP01058,2025-H2,1,99.4,No,Yes
PRF05051,EMP02519,2025-H2,,62.3,No,No
PRF05052,EMP01938,2025-H2,4,57.5,No,No
PRF05053,EMP00910,2025-H2,5,62.9,No,Yes
PRF05054,EMP01989,2026-H1,3,44.0,No,No
PRF05055,EMP00098,2024-H2,4,97.7,No,Yes
PRF05056,EMP00847,2026-H1,4,86.2,No,Yes
PRF05057,EMP00260,2024-H1,3,84.3,Yes,No
PRF05058,EMP01938,2025-H1,3,85.3,No,No
PRF05059,EMP00366,2025-H2,4,61.7,No,Yes
PRF05060,EMP00232,2024-H1,5,49.0,No,Yes
PRF05061,EMP02003,2025-H1,4,70.4,No,Yes
PRF05062,EMP00796,2024-H1,1,89.0,No,No
PRF05063,EMP02362,2025-H2,5,70.9,Yes,Yes
PRF05064,EMP01279,2024-H2,,93.8,No,Yes
PRF05065,EMP01005,2026-H1,4,97.2,No,Yes
PRF05066,EMP02677,2025-H1,5,98.7,No,No
PRF05067,EMP00756,2025-H2,5,49.1,No,Yes
PRF05068,EMP02849,2025-H1,,63.2,No,No
PRF05069,EMP01928,2024-H2,4,46.6,No,Yes
PRF05070,EMP02930,2024-H1,5,87.2,Yes,Yes
PRF05071,EMP01920,2024-H1,4,50.0,No,Yes
PRF05072,EMP01505,2024-H2,4,54.7,No,No
PRF05073,EMP03109,2026-H1,3,92.7,No,Yes
PRF05074,EMP01911,2025-H2,3,47.6,No,No
PRF05075,EMP01288,2024-H1,5,56.7,No,No
PRF05076,EMP02134,2025-H2,1,74.9,Yes,Yes
PRF05077,EMP01069,2025-H2,3,64.0,No,No
PRF05078,EMP01386,2025-H1,3,55.9,No,Yes
PRF05079,EMP01956,2025-H1,4,49.8,No,No
PRF05080,EMP00630,2024-H1,4,52.8,Yes,No
PRF05081,EMP03043,2024-H2,2,60.0,No,No
PRF05082,EMP99038,2025-H2,5,85.1,No,No
PRF05083,EMP00806,2024-H1,4,66.6,No,Yes
PRF05084,EMP95088,2024-H1,4,79.4,No,Yes
PRF05085,EMP00307,2025-H2,4,92.4,Yes,Yes
PRF05086,EMP00043,2025-H1,5,62.8,No,Yes
PRF05087,EMP02613,2026-H1,4,54.1,Yes,No
PRF05088,EMP00811,2024-H2,2,48.3,No,No
PRF05089,EMP02603,2025-H2,4,80.4,No,Yes
PRF05090,EMP00909,2025-H2,,76.3,No,No
PRF05091,EMP00527,2025-H2,2,42.0,No,No
PRF05092,EMP00812,2024-H1,4,64.6,No,Yes
PRF05093,EMP00864,2024-H2,3,86.5,No,Yes
PRF05094,EMP01133,2025-H2,3,56.6,No,Yes
PRF05095,EMP01597,2025-H1,4,43.9,No,Yes
PRF05096,EMP01370,2026-H1,,80.9,No,No
PRF05097,EMP00416,2026-H1,3,63.9,No,No
PRF05098,EMP02858,2024-H2,3,54.7,No,No
PRF05099,EMP03170,2026-H1,4,75.5,No,No
PRF05100,EMP00414,2024-H1,4,65.8,No,No
PRF05101,EMP01487,2024-H2,4,64.1,No,No
PRF05102,EMP02636,2025-H2,3,85.8,No,Yes
PRF05103,EMP01341,2024-H1,5,77.6,Yes,Yes
PRF05104,EMP01027,2025-H1,5,57.5,Yes,No
PRF05105,EMP01667,2025-H1,3,41.6,No,Yes
PRF05106,EMP00023,2025-H2,4,49.5,No,Yes
PRF05107,EMP02113,2024-H1,4,57.0,No,No
PRF05108,EMP01679,2024-H1,5,85.0,No,Yes
PRF05109,EMP01267,2025-H1,4,47.3,Yes,Yes
PRF05110,EMP01606,2025-H1,3,61.5,No,No
PRF05111,EMP01717,2024-H2,5,55.5,No,Yes
PRF05112,EMP00564,2024-H2,3,93.6,No,Yes
PRF05113,EMP02359,2025-H2,3,66.8,No,No
PRF05114,EMP02041,2025-H2,4,95.1,No,Yes
PRF05115,EMP00210,2024-H2,4,84.6,No,Yes
PRF05116,EMP01184,2025-H2,5,66.7,No,No
PRF05117,EMP02800,2024-H1,2,95.8,No,No
PRF05118,EMP00680,2024-H1,2,80.5,Yes,No
PRF05119,EMP00675,2024-H2,5,64.0,Yes,Yes
PRF05120,EMP00867,2025-H1,4,49.8,No,No
PRF05121,EMP00680,2025-H2,4,73.4,No,No
PRF05122,EMP02536,2025-H2,5,78.9,No,Yes
PRF05123,EMP00641,2025-H1,4,41.4,No,No
PRF05124,EMP91319,2026-H1,2,69.1,Yes,Yes
PRF05125,EMP01825,2025-H2,4,77.4,No,No
PRF05126,EMP01217,2025-H2,4,79.4,No,Yes
PRF05127,EMP02931,2026-H1,4,65.9,No,Yes
PRF05128,EMP00637,2025-H2,3,59.5,No,No
PRF05129,EMP01885,2026-H1,2,78.6,No,No
PRF05130,EMP00660,2024-H1,3,92.0,Yes,Yes
PRF05131,EMP02638,2025-H2,4,63.3,No,No
PRF05132,EMP00007,2025-H2,3,65.6,No,No
PRF05133,EMP03172,2025-H2,5,89.8,No,No
PRF05134,EMP02890,2025-H1,3,62.5,No,No
PRF05135,EMP00858,2025-H1,4,41.2,No,No
PRF05136,EMP00449,2025-H2,5,53.0,No,Yes
PRF05137,EMP00635,2024-H2,,76.2,No,Yes
PRF05138,EMP00573,2026-H1,4,52.4,No,No
PRF05139,EMP99803,2024-H1,4,76.7,Yes,No
PRF05140,EMP02351,2026-H1,2,98.2,No,No
PRF05141,EMP00988,2025-H1,3,43.1,No,No
PRF05142,EMP00464,2026-H1,3,89.5,No,No
PRF05143,EMP01369,2025-H1,1,86.0,No,Yes
PRF05144,EMP00188,2026-H1,1,84.6,Yes,Yes
PRF05145,EMP01708,2025-H2,4,58.5,No,No
PRF05146,EMP01094,2025-H1,4,55.5,No,Yes
PRF05147,EMP01848,2025-H1,5,91.8,Yes,No
PRF05148,EMP00327,2026-H1,3,64.3,No,No
PRF05149,EMP02447,2024-H1,3,83.8,No,Yes
PRF05150,EMP01810,2024-H1,4,42.3,No,Yes
PRF05151,EMP01226,2025-H2,3,40.7,No,No
PRF05152,EMP00780,2024-H1,2,82.0,No,Yes
PRF05153,EMP02220,2024-H1,1,47.0,No,Yes
PRF05154,EMP00361,2024-H1,1,69.4,No,Yes
PRF05155,EMP01915,2024-H1,3,69.0,No,No
PRF05156,EMP01788,2026-H1,3,88.9,Yes,No
PRF05157,EMP00741,2024-H2,4,45.3,No,No
PRF05158,EMP02913,2026-H1,4,76.1,No,No
PRF05159,EMP00809,2025-H2,4,58.7,No,Yes
PRF05160,EMP00457,2024-H1,5,76.4,Yes,No
PRF05161,EMP02024,2024-H2,3,82.1,No,No
PRF05162,EMP00877,2025-H1,3,81.3,Yes,Yes
PRF05163,EMP00814,2025-H1,4,95.5,No,Yes
PRF05164,EMP01927,2024-H2,2,96.0,Yes,No
PRF05165,EMP02265,2025-H1,5,69.6,No,Yes
PRF05166,EMP00042,2025-H2,3,70.7,Yes,No
PRF05167,EMP03141,2026-H1,5,69.4,No,No
PRF05168,EMP01491,2026-H1,4,41.1,No,Yes
PRF05169,EMP99046,2024-H1,4,63.8,No,Yes
PRF05170,EMP02606,2025-H2,2,45.7,No,Yes
PRF05171,EMP00539,2025-H1,4,44.6,No,No
PRF05172,EMP02195,2024-H2,4,99.3,No,No
PRF05173,EMP01734,2025-H2,5,49.1,No,Yes
PRF05174,EMP02434,2024-H2,4,53.8,No,No
PRF05175,EMP02935,2024-H1,2,69.0,No,Yes
PRF05176,EMP03179,2024-H2,5,98.8,No,Yes
PRF05177,EMP02892,2026-H1,5,52.3,No,No
PRF05178,EMP01567,2025-H2,,97.3,No,No
PRF05179,EMP00736,2024-H1,4,62.0,No,Yes
PRF05180,EMP01716,2024-H2,4,94.0,No,No
PRF05181,EMP00050,2025-H1,3,41.3,No,No
PRF05182,EMP01219,2025-H1,5,47.7,No,Yes
PRF05183,EMP02715,2025-H2,3,73.6,No,Yes
PRF05184,EMP02239,2025-H1,3,1.7,No,Yes
PRF05185,EMP01748,2026-H1,1,76.2,No,Yes
PRF05186,EMP02979,2024-H2,3,95.1,No,No
PRF05187,EMP02075,2026-H1,3,47.0,No,No
PRF05188,EMP02760,2025-H1,2,88.8,Yes,No
PRF05189,EMP01816,2024-H2,2,47.4,No,No
PRF05190,EMP00613,2025-H1,2,95.7,No,No
PRF05191,EMP01911,2024-H1,3,51.5,Yes,No
PRF05192,EMP01149,2025-H2,5,49.5,No,Yes
PRF05193,EMP00439,2025-H1,3,71.9,Yes,No
PRF05194,EMP02501,2026-H1,3,84.8,Yes,Yes
PRF05195,EMP01813,2024-H1,4,64.7,No,No
PRF05196,EMP01903,2026-H1,3,45.9,No,No
PRF05197,EMP01001,2025-H1,3,2.8,Yes,No
PRF05198,EMP01321,2026-H1,4,86.9,No,No
PRF05199,EMP01169,2026-H1,4,80.5,No,No
PRF05200,EMP01806,2026-H1,4,47.3,No,Yes
PRF05201,EMP01205,2025-H1,3,99.2,Yes,Yes
PRF05202,EMP03122,2024-H1,2,59.3,No,Yes
PRF05203,EMP00685,2025-H1,3,59.8,No,Yes
PRF05204,EMP01118,2025-H2,4,88.2,Yes,Yes
PRF05205,EMP02445,2026-H1,4,57.4,No,No
PRF05206,EMP00436,2025-H1,4,40.7,No,Yes
PRF05207,EMP01744,2024-H2,3,71.1,No,No
PRF05208,EMP02463,2024-H1,3,45.6,No,No
PRF05209,EMP02796,2025-H2,3,46.3,No,No
PRF05210,EMP02844,2024-H2,3,44.2,No,Yes
PRF05211,EMP02576,2024-H1,2,67.6,Yes,Yes
PRF05212,EMP02936,2024-H1,4,73.5,No,Yes
PRF05213,EMP01081,2026-H1,4,47.3,Yes,Yes
PRF05214,EMP01002,2024-H2,3,99.1,No,No
PRF05215,EMP02029,2026-H1,4,61.8,No,No
PRF05216,EMP00925,2025-H1,3,94.2,Yes,No
PRF05217,EMP01143,2024-H1,4,90.0,No,No
PRF05218,EMP03034,2026-H1,4,44.4,No,Yes
PRF05219,EMP02500,2024-H1,3,57.5,No,No
PRF05220,EMP01026,2024-H1,4,64.2,No,Yes
PRF05221,EMP03036,2024-H1,2,77.8,Yes,No
PRF05222,EMP03145,2025-H1,4,82.0,No,Yes
PRF05223,EMP00859,2026-H1,2,86.1,Yes,No
PRF05224,EMP00637,2026-H1,3,54.5,No,No
PRF05225,EMP02530,2024-H1,2,90.0,Yes,Yes
PRF05226,EMP02957,2025-H1,3,0.4,Yes,No
PRF05227,EMP02532,2025-H1,4,89.6,No,No
PRF05228,EMP01920,2025-H2,5,79.4,No,No
PRF05229,EMP00725,2024-H1,2,51.3,No,Yes
PRF05230,EMP01329,2024-H1,3,83.8,No,No
PRF05231,EMP01018,2025-H2,3,52.0,Yes,Yes
PRF05232,EMP02437,2025-H2,4,99.5,Yes,No
PRF05233,EMP00441,2025-H1,3,45.2,No,No
PRF05234,EMP00897,2024-H1,5,90.4,No,Yes
PRF05235,EMP00847,2024-H1,,64.4,No,Yes
PRF05236,EMP90683,2024-H2,4,59.0,No,Yes
PRF05237,EMP02727,2024-H1,3,81.0,Yes,No
PRF05238,EMP00624,2025-H2,3,52.6,No,Yes
PRF05239,EMP01274,2026-H1,4,96.6,Yes,Yes
PRF05240,EMP02992,2025-H1,5,68.5,No,Yes
PRF05241,EMP01578,2024-H2,4,61.8,No,No
PRF05242,EMP02974,2024-H1,4,99.3,No,No
PRF05243,EMP02513,2026-H1,1,67.3,Yes,Yes
PRF05244,EMP02343,2026-H1,2,57.7,No,No
PRF05245,EMP00601,2025-H2,5,63.7,No,No
PRF05246,EMP02143,2025-H1,4,73.3,No,No
PRF05247,EMP02870,2026-H1,1,85.2,Yes,Yes
PRF05248,EMP02755,2024-H1,4,56.4,No,Yes
PRF05249,EMP00099,2024-H1,2,96.4,No,Yes
PRF05250,EMP00503,2024-H1,4,2.7,No,No
PRF05251,EMP01315,2026-H1,4,49.3,No,Yes
PRF05252,EMP00254,2024-H1,3,49.8,No,No
